Fake ID,Term code,Term,Course section number,Grade,Units taken,Units earned,# of terms enrolled at time of course
193,1198,Fall 2019,EXTR79506_1,A,3,3,1
193,1204,Spring 2020,SPAC75780_1,F,3,0,3
193,1204,Spring 2020,ALIE58926_1,B+,3,3,3
193,1204,Spring 2020,GALA70070_3,W,3,0,3
193,1204,Spring 2020,EXTR38630_3,C-,3,3,3
193,1208,Fall 2020,BLAC49063_2,D+,3,3,5
193,1208,Fall 2020,SEAR80627_1,B+,3,3,5
193,1214,Spring 2021,ASTR48370_1,A-,3,3,7
193,1214,Spring 2021,HYPE24629_2,A,3,3,7
193,1214,Spring 2021,GALA77139_1,A,3,3,7
193,1214,Spring 2021,QUAN26259_2,C-,3,3,7
193,1216,Summer 2021,INTE10915_1,B,3,3,8
193,1218,Fall 2021,GALA40097_1,A,3,3,9
193,1218,Fall 2021,ALIE11853_3,F,3,0,9
193,1218,Fall 2021,GALA70070_2,A-,3,3,9
193,1224,Spring 2022,STAR38592_1,C+,3,3,11
193,1224,Spring 2022,ASTR35756_1,A-,3,3,11
193,1224,Spring 2022,INTE86240_1,B,3,3,11
193,1224,Spring 2022,ASTR41081_1,W,3,0,11
194,964,Spring 1996,EXTR79506_2,C-,3,3,1
194,964,Spring 1996,GALA40097_1,C-,3,3,1
194,964,Spring 1996,STAR99539_1,W,3,0,1
194,964,Spring 1996,INTE10915_1,B-,3,3,1
194,966,Summer 1996,ASTR48370_2,A,3,3,2
194,1128,Fall 2012,STAR99539_2,D,3,3,1
194,1128,Fall 2012,ALIE58926_1,F,3,0,1
194,1128,Fall 2012,DARK86226_1,B-,3,3,1
194,1134,Spring 2013,COSM35159_2,F,3,0,3
194,1134,Spring 2013,ORIG96662_1,C+,3,3,3
194,1134,Spring 2013,GALA40097_1,A,3,3,3
194,1134,Spring 2013,ASTR73455_2,B+,3,3,3
194,1136,Summer 2013,EXOP31959_3,F,3,0,4
194,1138,Fall 2013,QUAN26259_3,W,3,0,5
194,1138,Fall 2013,INTE93415_1,C,3,3,5
194,1138,Fall 2013,GALA70070_2,C,3,3,5
194,1138,Fall 2013,INTE79674_2,A,3,3,5
194,1142,January 2014,BLAC59641_2,C+,3,3,6
194,1144,Spring 2014,INTE86240_1,W,3,0,7
194,1148,Fall 2014,EXOP74254_1,B,3,3,9
194,1148,Fall 2014,ASTR35756_1,A,3,3,9
194,1148,Fall 2014,STEL18167_1,A,3,3,9
194,1148,Fall 2014,SPAC90791_2,A,3,3,9
194,1152,January 2015,SEAR80627_2,A-,3,3,10
194,1154,Spring 2015,MILK50696_1,F,3,0,11
194,1154,Spring 2015,EXOP31959_2,F,3,0,11
194,1154,Spring 2015,QUAN26259_1,A,3,3,11
194,1154,Spring 2015,EXTR38630_3,A-,3,3,11
194,1154,Spring 2015,INTE10915_2,A,3,3,11
194,1158,Fall 2015,STAR38592_3,B+,3,3,13
194,1158,Fall 2015,COSM35159_3,A,3,3,13
194,1158,Fall 2015,EXTR79506_2,A,3,3,13
194,1158,Fall 2015,EXOP56809_1,D,3,3,13
195,1178,Fall 2017,MILK50696_3,F,3,0,1
195,1178,Fall 2017,COSM35159_1,A,3,3,1
195,1178,Fall 2017,INTE10915_1,B+,3,3,1
195,1178,Fall 2017,ASTR36720_1,F,3,0,1
195,1184,Spring 2018,HYPE24629_3,C-,3,3,3
195,1184,Spring 2018,EXOP31959_3,A-,3,3,3
195,1188,Fall 2018,EXTR79506_2,A,3,3,5
195,1188,Fall 2018,STAR38592_2,B+,3,3,5
195,1194,Spring 2019,ORIG68077_1,A,3,3,7
195,1194,Spring 2019,INTE86240_2,A,3,3,7
195,1194,Spring 2019,ASTR48370_3,D,3,3,7
195,1194,Spring 2019,SPAC22458_1,A,3,3,7
195,1198,Fall 2019,INTE93415_3,C+,3,3,9
195,1198,Fall 2019,DARK86226_2,C+,3,3,9
195,1204,Spring 2020,EXTR38630_1,D,3,3,11
195,1204,Spring 2020,EXOP74254_1,C+,3,3,11
195,1204,Spring 2020,GALA42460_1,D,3,3,11
195,1204,Spring 2020,GALA46496_2,B-,3,3,11
195,1204,Spring 2020,QUAN26259_3,A,3,3,11
195,1208,Fall 2020,ALIE11853_3,D,3,3,13
195,1208,Fall 2020,ALIE58926_1,D,3,3,13
195,1208,Fall 2020,BLAC49063_3,B,3,3,13
195,1208,Fall 2020,SEAR80627_3,A-,3,3,13
195,1218,Fall 2021,STAR99539_2,W,3,0,17
195,1218,Fall 2021,MILK50696_3,W,3,0,17
195,1218,Fall 2021,GALA13196_3,B,3,3,17
195,1224,Spring 2022,ASTR41081_2,A-,3,3,19
195,1224,Spring 2022,MILK71096_1,F,3,0,19
195,1224,Spring 2022,ASTR35756_1,C-,3,3,19
195,1224,Spring 2022,STEL81910_1,W,3,0,19
195,1226,Summer 2022,SPAC75780_1,B+,3,3,20
195,1228,Fall 2022,STAR99539_2,A-,3,3,21
195,1228,Fall 2022,STEL97614_2,A-,3,3,21
195,1228,Fall 2022,ASTR73455_1,A,3,3,21
195,1228,Fall 2022,MILK71096_1,B,3,3,21
195,1148,Fall 2014,STAR38592_1,A,3,3,1
195,1148,Fall 2014,ALIE74993_1,A-,3,3,1
195,1148,Fall 2014,GALA40097_3,A,3,3,1
195,1148,Fall 2014,ALIE11853_2,B-,3,3,1
195,1148,Fall 2014,EXTR79506_1,F,3,0,1
195,1154,Spring 2015,ASTR48370_1,B,3,3,3
195,1154,Spring 2015,SPAC90791_1,A-,3,3,3
195,1154,Spring 2015,DARK86226_1,A,3,3,3
195,1154,Spring 2015,ASTR73455_2,F,3,0,3
195,1158,Fall 2015,HYPE24629_1,F,3,0,5
195,1158,Fall 2015,EXOP31959_1,D,3,3,5
195,1158,Fall 2015,INTE86240_1,C,3,3,5
195,1164,Spring 2016,GALA42460_2,F,3,0,7
195,1164,Spring 2016,ASTR41081_2,W,3,0,7
195,1164,Spring 2016,STAR99539_2,A,3,3,7
195,1164,Spring 2016,INTE94952_3,A,3,3,7
195,1164,Spring 2016,SEAR80627_3,A,3,3,7
195,1168,Fall 2016,BLAC59641_1,D,3,3,9
195,1168,Fall 2016,MILK71096_1,W,3,0,9
195,1168,Fall 2016,COSM14823_2,B,3,3,9
195,1168,Fall 2016,INTE10915_1,W,3,0,9
195,1172,January 2017,INTE93415_2,C,3,3,10
195,1174,Spring 2017,EXTR79506_1,B,3,3,11
195,1174,Spring 2017,ASTR35756_1,C,3,3,11
195,1174,Spring 2017,ORIG68077_1,B,3,3,11
195,1174,Spring 2017,SPAC75780_3,W,3,0,11
195,1178,Fall 2017,ASTR73455_1,W,3,0,13
195,1178,Fall 2017,MILK71096_2,C,3,3,13
195,1178,Fall 2017,SPAC75780_3,D,3,3,13
195,1178,Fall 2017,GALA70070_2,F,3,0,13
195,1184,Spring 2018,HYPE24629_3,B+,3,3,15
195,1184,Spring 2018,GALA77139_2,B,3,3,15
195,1186,Summer 2018,ASTR73455_2,C,3,3,16
195,1186,Summer 2018,GALA13196_2,B+,3,3,16
195,1188,Fall 2018,ASTR36720_1,C+,3,3,17
195,1188,Fall 2018,QUAN26259_3,B+,3,3,17
195,1188,Fall 2018,EXTR38630_3,B-,3,3,17
195,1188,Fall 2018,EXOP74254_1,C-,3,3,17
195,1192,January 2019,STEL81910_1,W,3,0,18
195,1194,Spring 2019,INTE10915_3,A,3,3,19
195,1194,Spring 2019,STEL81910_2,F,3,0,19
195,1198,Fall 2019,STEL81910_2,A,3,3,21
195,828,Fall 1982,ASTR73455_1,F,3,0,1
195,828,Fall 1982,QUAN26259_3,B-,3,3,1
195,828,Fall 1982,BLAC49063_2,B,3,3,1
195,828,Fall 1982,EXTR38630_2,A-,3,3,1
195,834,Spring 1983,INTE93415_1,A-,3,3,3
195,836,Summer 1983,STAR38592_1,A,3,3,4
195,838,Fall 1983,SPAC90791_1,A-,3,3,5
195,844,Spring 1984,INTE16533_2,A-,3,3,7
195,844,Spring 1984,DARK18849_3,C,3,3,7
195,844,Spring 1984,EXTR79506_1,B+,3,3,7
195,844,Spring 1984,EXOP31959_1,B+,3,3,7
195,844,Spring 1984,COSM14823_2,A-,3,3,7
196,1184,Spring 2018,INTE10915_3,A-,3,3,1
196,1184,Spring 2018,EXOP74254_3,C,3,3,1
196,1184,Spring 2018,EXTR79506_1,B-,3,3,1
196,1188,Fall 2018,ASTR35756_1,B+,3,3,1
196,1188,Fall 2018,ASTR41081_2,W,3,0,1
196,1188,Fall 2018,STAR99539_2,B-,3,3,1
196,1188,Fall 2018,GALA77139_3,A-,3,3,1
196,1194,Spring 2019,SEAR80627_2,B-,3,3,3
196,1194,Spring 2019,EXOP31959_1,B-,3,3,3
196,1194,Spring 2019,COSM35159_2,A,3,3,3
196,1194,Spring 2019,EXOP74254_2,B-,3,3,3
196,1198,Fall 2019,EXTR79506_1,A,3,3,5
196,1198,Fall 2019,BLAC59641_1,F,3,0,5
196,1204,Spring 2020,GALA70070_2,C,3,3,7
196,1204,Spring 2020,SPAC22458_2,A,3,3,7
196,1208,Fall 2020,STAR38592_3,F,3,0,9
196,1208,Fall 2020,ASTR36720_1,A,3,3,9
196,1208,Fall 2020,GALA40097_2,W,3,0,9
196,1208,Fall 2020,ASTR48370_2,C,3,3,9
196,1214,Spring 2021,INTE86240_2,A-,3,3,11
196,1214,Spring 2021,DARK94166_1,F,3,0,11
196,1214,Spring 2021,GALA40097_1,D+,3,3,11
196,1214,Spring 2021,QUAN26259_1,C-,3,3,11
196,1218,Fall 2021,HYPE24629_3,W,3,0,13
196,1218,Fall 2021,ORIG68077_1,C,3,3,13
196,1218,Fall 2021,BLAC59641_2,B+,3,3,13
196,1218,Fall 2021,SPAC75780_2,B,3,3,13
196,1224,Spring 2022,STAR38592_1,F,3,0,15
196,1224,Spring 2022,HYPE24629_2,B+,3,3,15
196,1224,Spring 2022,ASTR73455_1,A,3,3,15
196,1224,Spring 2022,MILK56869_2,F,3,0,15
196,1226,Summer 2022,ALIE58926_2,B+,3,3,16
196,1226,Summer 2022,STAR38592_1,F,3,0,16
196,1228,Fall 2022,DARK18849_2,C,3,3,17
196,1228,Fall 2022,INTE93415_1,B,3,3,17
196,1228,Fall 2022,INTE10915_2,D,3,3,17
197,988,Fall 1998,BLAC49063_2,W,3,0,2
197,988,Fall 1998,INTE93415_3,B,3,3,2
197,988,Fall 1998,ASTR73455_1,D+,3,3,2
197,988,Fall 1998,ASTR35756_2,A,3,3,2
197,994,Spring 1999,ALIE74993_1,F,3,0,4
197,998,Fall 1999,GALA40097_2,D,3,3,6
197,998,Fall 1999,DARK18849_2,A,3,3,6
197,998,Fall 1999,COSM14823_2,A-,3,3,6
197,998,Fall 1999,ALIE58926_2,B-,3,3,6
197,1004,Spring 2000,MILK50696_1,A,3,3,8
197,1004,Spring 2000,GALA77139_1,B+,3,3,8
197,1008,Fall 2000,INTE10915_2,B+,3,3,10
197,1008,Fall 2000,EXTR38630_2,A,3,3,10
197,1014,Spring 2001,STEL97614_3,C-,3,3,12
197,1014,Spring 2001,EXOP74254_1,A,3,3,12
197,1014,Spring 2001,SPAC75780_1,A,3,3,12
197,1014,Spring 2001,QUAN26259_3,A-,3,3,12
197,1018,Fall 2001,EXTR79506_1,B,3,3,14
197,1018,Fall 2001,STAR38592_2,F,3,0,14
197,1024,Spring 2002,ALIE11853_2,C,3,3,16
197,1024,Spring 2002,GALA13196_1,A,3,3,16
197,1024,Spring 2002,SEAR80627_2,W,3,0,16
197,1024,Spring 2002,SPAC22458_3,C,3,3,16
197,1028,Fall 2002,HYPE24629_1,W,3,0,18
197,1028,Fall 2002,STAR38592_2,B+,3,3,18
197,1028,Fall 2002,EXOP31959_2,B-,3,3,18
197,1034,Spring 2003,HYPE24629_2,A,3,3,20
197,1034,Spring 2003,SEAR80627_2,A,3,3,20
197,1034,Spring 2003,INTE86240_1,D+,3,3,20
197,1034,Spring 2003,ASTR48370_1,A-,3,3,20
197,1178,Fall 2017,EXTR38630_3,B+,3,3,1
197,1178,Fall 2017,EXOP56809_1,C-,3,3,1
197,1178,Fall 2017,QUAN26259_1,F,3,0,1
197,1184,Spring 2018,ALIE74993_1,A-,3,3,3
197,1038,Fall 2003,EXTR38630_3,C,3,3,2
197,1038,Fall 2003,ORIG68077_2,D+,3,3,2
197,1038,Fall 2003,STAR38592_3,B+,3,3,2
197,1038,Fall 2003,STAR99539_2,W,3,0,2
197,1042,January 2004,INTE86240_2,B+,3,3,3
197,1044,Spring 2004,SPAC75780_1,W,3,0,4
197,1046,Summer 2004,ASTR48370_2,F,3,0,5
197,1046,Summer 2004,QUAN26259_1,A,3,3,5
197,1048,Fall 2004,ASTR73455_2,B-,3,3,6
197,1048,Fall 2004,ALIE58926_1,B,3,3,6
197,1048,Fall 2004,HYPE24629_2,C+,3,3,6
197,1048,Fall 2004,EXOP56809_2,B,3,3,6
197,1052,January 2005,INTE10915_2,B-,3,3,7
197,1054,Spring 2005,DARK94166_1,C,3,3,8
197,1054,Spring 2005,INTE94952_2,A-,3,3,8
197,1054,Spring 2005,EXTR79506_1,A-,3,3,8
197,1054,Spring 2005,BLAC59641_2,B+,3,3,8
197,1058,Fall 2005,EXOP74254_2,C,3,3,10
197,1058,Fall 2005,ASTR35756_3,B,3,3,10
197,1058,Fall 2005,SPAC75780_2,W,3,0,10
197,1058,Fall 2005,GALA46496_1,W,3,0,10
197,1064,Spring 2006,STEL97614_1,A,3,3,12
197,1066,Summer 2006,GALA42460_1,D+,3,3,13
197,1068,Fall 2006,SPAC90791_1,B,3,3,14
197,1068,Fall 2006,ASTR48370_1,D+,3,3,14
197,1068,Fall 2006,ALIE11853_3,A,3,3,14
197,1068,Fall 2006,ASTR41081_1,B+,3,3,14
197,1074,Spring 2007,SEAR80627_3,B+,3,3,16
197,1074,Spring 2007,STAR99539_1,A-,3,3,16
197,1074,Spring 2007,COSM14823_1,B+,3,3,16
197,1074,Spring 2007,MILK50696_2,C-,3,3,16
197,1078,Fall 2007,GALA46496_1,C-,3,3,18
197,1078,Fall 2007,SPAC75780_1,B+,3,3,18
197,1078,Fall 2007,GALA13196_3,A,3,3,18
197,1078,Fall 2007,INTE93415_3,B,3,3,18
198,1168,Fall 2016,MILK50696_2,F,3,0,1
198,1168,Fall 2016,EXTR38630_1,D+,3,3,1
198,1168,Fall 2016,BLAC49063_1,A-,3,3,1
198,1168,Fall 2016,STAR38592_1,W,3,0,1
198,1172,January 2017,EXOP74254_3,A,3,3,2
198,1174,Spring 2017,STAR38592_2,A-,3,3,3
198,1178,Fall 2017,DARK94166_1,D,3,3,5
198,1178,Fall 2017,INTE93415_2,B+,3,3,5
198,1178,Fall 2017,SPAC75780_3,F,3,0,5
198,1184,Spring 2018,STAR99539_3,C+,3,3,7
198,1184,Spring 2018,SPAC90791_1,B,3,3,7
198,1188,Fall 2018,GALA46496_2,A,3,3,9
198,1188,Fall 2018,COSM92852_1,A,3,3,9
198,1188,Fall 2018,INTE16533_1,B-,3,3,9
198,1194,Spring 2019,EXTR79506_2,F,3,0,11
198,1194,Spring 2019,INTE10915_2,W,3,0,11
198,1194,Spring 2019,ALIE11853_2,D,3,3,11
198,1194,Spring 2019,SEAR80627_1,C-,3,3,11
198,1196,Summer 2019,ALIE58926_1,F,3,0,12
198,1198,Fall 2019,ASTR48370_2,C-,3,3,13
198,1198,Fall 2019,SPAC75780_3,C+,3,3,13
198,1198,Fall 2019,INTE10915_2,D,3,3,13
198,1136,Summer 2013,GALA70070_1,F,3,0,1
198,1224,Spring 2022,EXOP56809_2,B,3,3,1
198,1224,Spring 2022,BLAC59641_1,C,3,3,1
198,1228,Fall 2022,DARK18849_2,A-,3,3,3
198,1228,Fall 2022,MILK50696_2,D+,3,3,3
199,1168,Fall 2016,SEAR80627_1,F,3,0,1
199,1168,Fall 2016,QUAN26259_2,A,3,3,1
199,1168,Fall 2016,COSM92852_2,C-,3,3,1
199,1168,Fall 2016,GALA13196_3,D,3,3,1
199,1174,Spring 2017,ORIG96662_3,A-,3,3,3
199,1174,Spring 2017,SEAR80627_1,A-,3,3,3
199,1174,Spring 2017,MILK56869_2,B+,3,3,3
199,1174,Spring 2017,ASTR48370_2,B+,3,3,3
199,1176,Summer 2017,HYPE24629_1,C+,3,3,4
199,1176,Summer 2017,SPAC75780_2,B-,3,3,4
199,1178,Fall 2017,SPAC22458_2,C,3,3,5
199,1178,Fall 2017,INTE93415_1,F,3,0,5
199,1178,Fall 2017,BLAC49063_1,A,3,3,5
199,1178,Fall 2017,STAR99539_2,C,3,3,5
199,1178,Fall 2017,EXOP56809_2,A,3,3,5
199,1184,Spring 2018,ALIE58926_3,A,3,3,7
199,1188,Fall 2018,ASTR35756_3,A-,3,3,9
199,1136,Summer 2013,GALA70070_3,D+,3,3,1
199,1136,Summer 2013,EXOP31959_1,D+,3,3,1
199,1138,Fall 2013,STAR99539_3,W,3,0,2
199,1138,Fall 2013,ASTR48370_2,F,3,0,2
199,1138,Fall 2013,DARK94166_1,B+,3,3,2
199,1138,Fall 2013,ALIE58926_1,F,3,0,2
199,1144,Spring 2014,EXTR79506_1,A-,3,3,4
199,1144,Spring 2014,SPAC90791_3,B+,3,3,4
199,1144,Spring 2014,SPAC75780_3,B,3,3,4
199,1144,Spring 2014,GALA40097_1,F,3,0,4
199,1146,Summer 2014,MILK50696_2,W,3,0,5
199,1154,Spring 2015,ASTR35756_1,B+,3,3,8
199,1056,Summer 2005,GALA13196_1,A,3,3,1
199,1058,Fall 2005,INTE93415_1,A,3,3,2
199,1058,Fall 2005,ASTR35756_1,B-,3,3,2
199,1058,Fall 2005,ALIE74993_1,C+,3,3,2
199,1058,Fall 2005,EXTR79506_1,A-,3,3,2
199,1064,Spring 2006,INTE16533_2,B-,3,3,4
199,1064,Spring 2006,ORIG68077_2,D+,3,3,4
199,1064,Spring 2006,QUAN26259_2,D+,3,3,4
199,1064,Spring 2006,HYPE24629_3,C-,3,3,4
199,1064,Spring 2006,INTE86240_1,F,3,0,4
199,1068,Fall 2006,INTE10915_1,A-,3,3,6
199,1068,Fall 2006,EXOP31959_1,A-,3,3,6
199,1068,Fall 2006,ALIE11853_1,A,3,3,6
199,1068,Fall 2006,MILK56869_1,B+,3,3,6
199,1068,Fall 2006,GALA40097_2,A-,3,3,6
199,1074,Spring 2007,GALA42460_2,A,3,3,8
199,1078,Fall 2007,STAR99539_3,C-,3,3,10
199,1078,Fall 2007,STAR38592_2,W,3,0,10
199,1078,Fall 2007,ASTR73455_1,B,3,3,10
199,1078,Fall 2007,ASTR48370_1,D+,3,3,10
199,1084,Spring 2008,SPAC90791_3,C-,3,3,12
199,1084,Spring 2008,ASTR36720_1,A-,3,3,12
199,1084,Spring 2008,SEAR80627_2,A,3,3,12
199,1084,Spring 2008,COSM35159_1,B,3,3,12
199,1084,Spring 2008,EXTR38630_1,B+,3,3,12
200,1094,Spring 2009,SPAC75780_2,C,3,3,1
200,1094,Spring 2009,GALA66884_2,D+,3,3,1
200,1094,Spring 2009,ALIE58926_2,A,3,3,1
200,1094,Spring 2009,INTE10915_3,B,3,3,1
200,1098,Fall 2009,STAR38592_1,F,3,0,3
200,1098,Fall 2009,INTE86240_1,W,3,0,3
200,1098,Fall 2009,GALA70070_1,F,3,0,3
200,1098,Fall 2009,INTE93415_3,B,3,3,3
200,1102,January 2010,SEAR80627_2,B+,3,3,4
200,1158,Fall 2015,ALIE74993_2,B-,3,3,1
200,1158,Fall 2015,INTE10915_1,F,3,0,1
200,1158,Fall 2015,STAR99539_2,F,3,0,1
200,1158,Fall 2015,SPAC90791_3,B+,3,3,1
200,1164,Spring 2016,SEAR80627_3,B+,3,3,3
200,1164,Spring 2016,GALA46496_1,B,3,3,3
200,1164,Spring 2016,MILK50696_1,W,3,0,3
200,1168,Fall 2016,HYPE24629_2,W,3,0,5
200,1168,Fall 2016,INTE10915_1,D,3,3,5
200,1168,Fall 2016,STEL18167_3,F,3,0,5
200,1168,Fall 2016,STAR38592_2,W,3,0,5
200,1174,Spring 2017,MILK56869_2,A-,3,3,7
200,1174,Spring 2017,BLAC59641_2,W,3,0,7
200,1174,Spring 2017,STAR38592_1,A-,3,3,7
200,1174,Spring 2017,INTE93415_1,B+,3,3,7
200,1178,Fall 2017,HYPE24629_3,A,3,3,9
200,1178,Fall 2017,STEL97614_1,W,3,0,9
200,1178,Fall 2017,EXOP74254_1,F,3,0,9
200,1182,January 2018,ASTR73455_2,F,3,0,10
200,1184,Spring 2018,GALA77139_1,W,3,0,11
200,1184,Spring 2018,COSM14823_1,D,3,3,11
200,1184,Spring 2018,GALA70070_1,B,3,3,11
200,1184,Spring 2018,EXTR38630_2,A-,3,3,11
200,1188,Fall 2018,SPAC75780_1,F,3,0,13
200,1188,Fall 2018,ASTR73455_2,A,3,3,13
200,1204,Spring 2020,GALA40097_2,W,3,0,1
201,1114,Spring 2011,STAR38592_1,C-,3,3,1
201,1116,Summer 2011,QUAN26259_1,C,3,3,2
201,1116,Summer 2011,MILK71096_3,A,3,3,2
201,1144,Spring 2014,BLAC59641_2,B,3,3,3
201,1144,Spring 2014,QUAN26259_1,A,3,3,3
201,1144,Spring 2014,STAR38592_1,A-,3,3,3
201,1148,Fall 2014,ASTR73455_1,A,3,3,5
201,1148,Fall 2014,EXOP74254_3,B-,3,3,5
201,1148,Fall 2014,EXOP31959_3,A-,3,3,5
201,1148,Fall 2014,STEL18167_1,B+,3,3,5
202,1218,Fall 2021,INTE10915_2,W,3,0,1
202,1218,Fall 2021,ASTR36720_2,D+,3,3,1
202,1218,Fall 2021,BLAC49063_2,A,3,3,1
202,1224,Spring 2022,GALA42460_3,F,3,0,3
202,1224,Spring 2022,ASTR35756_1,B+,3,3,3
202,1224,Spring 2022,INTE86240_1,A-,3,3,3
202,1224,Spring 2022,STAR38592_1,B-,3,3,3
202,1228,Fall 2022,INTE10915_3,A-,3,3,5
202,1228,Fall 2022,STEL97614_1,B-,3,3,5
202,1144,Spring 2014,HYPE24629_1,A-,3,3,1
202,1144,Spring 2014,INTE10915_2,B-,3,3,1
202,1144,Spring 2014,GALA46496_2,F,3,0,1
202,1146,Summer 2014,ORIG96662_1,D+,3,3,2
202,1148,Fall 2014,SPAC90791_1,C-,3,3,3
202,1148,Fall 2014,SEAR80627_3,D,3,3,3
202,1148,Fall 2014,INTE16533_2,A-,3,3,3
202,1148,Fall 2014,QUAN26259_2,A-,3,3,3
202,1154,Spring 2015,COSM14823_1,A,3,3,5
202,1154,Spring 2015,ALIE11853_3,W,3,0,5
202,1154,Spring 2015,ALIE58926_3,A-,3,3,5
202,1154,Spring 2015,STAR99539_1,C-,3,3,5
202,1154,Spring 2015,INTE93415_1,A,3,3,5
202,1158,Fall 2015,ASTR48370_2,F,3,0,7
202,1158,Fall 2015,GALA40097_1,C,3,3,7
202,1158,Fall 2015,ASTR35756_1,B,3,3,7
202,1158,Fall 2015,BLAC59641_1,B-,3,3,7
202,1164,Spring 2016,EXOP74254_1,B,3,3,9
202,1164,Spring 2016,SPAC75780_1,A,3,3,9
202,1164,Spring 2016,EXOP31959_1,F,3,0,9
202,1164,Spring 2016,MILK71096_1,B+,3,3,9
202,1168,Fall 2016,ASTR36720_2,B-,3,3,11
202,1168,Fall 2016,INTE86240_2,C+,3,3,11
202,1174,Spring 2017,EXTR38630_2,A-,3,3,13
202,1174,Spring 2017,DARK18849_3,W,3,0,13
202,1174,Spring 2017,ASTR48370_3,A-,3,3,13
202,1174,Spring 2017,EXTR79506_2,A-,3,3,13
202,1176,Summer 2017,DARK94166_1,F,3,0,14
202,1178,Fall 2017,STAR38592_1,A,3,3,15
202,1178,Fall 2017,DARK86226_1,A,3,3,15
202,1178,Fall 2017,ASTR73455_1,F,3,0,15
202,1178,Fall 2017,GALA13196_2,W,3,0,15
202,1178,Fall 2017,EXOP31959_1,W,3,0,15
202,1184,Spring 2018,ASTR73455_1,A-,3,3,17
202,1184,Spring 2018,GALA70070_3,C+,3,3,17
202,1188,Fall 2018,STEL97614_2,B,3,3,19
202,1188,Fall 2018,EXOP31959_3,B,3,3,19
202,1188,Fall 2018,ALIE11853_1,A,3,3,19
202,1188,Fall 2018,GALA42460_1,B,3,3,19
203,1134,Spring 2013,EXTR79506_1,B,3,3,1
203,1134,Spring 2013,MILK71096_1,A,3,3,1
203,1134,Spring 2013,INTE86240_3,A,3,3,1
203,1134,Spring 2013,ASTR35756_3,D+,3,3,1
203,1134,Spring 2013,STAR38592_2,A,3,3,1
203,1138,Fall 2013,ASTR48370_1,D+,3,3,3
203,1138,Fall 2013,GALA46496_2,A,3,3,3
203,1138,Fall 2013,COSM35159_3,W,3,0,3
203,1138,Fall 2013,BLAC59641_2,C+,3,3,3
203,1144,Spring 2014,ORIG96662_1,B+,3,3,5
203,1144,Spring 2014,SPAC75780_2,B+,3,3,5
203,1148,Fall 2014,SEAR80627_3,F,3,0,7
203,1148,Fall 2014,SPAC22458_1,B,3,3,7
203,1148,Fall 2014,GALA77139_1,D+,3,3,7
203,1148,Fall 2014,COSM14823_2,A,3,3,7
203,1154,Spring 2015,ASTR41081_1,A-,3,3,9
203,1154,Spring 2015,ALIE74993_1,F,3,0,9
203,1154,Spring 2015,INTE79674_1,W,3,0,9
203,1154,Spring 2015,QUAN26259_2,A,3,3,9
203,1156,Summer 2015,EXOP56809_1,B-,3,3,10
203,1158,Fall 2015,SEAR80627_1,A-,3,3,11
203,1158,Fall 2015,ASTR73455_2,B,3,3,11
203,1158,Fall 2015,STAR99539_2,A,3,3,11
203,1162,January 2016,ALIE11853_2,A-,3,3,12
203,1164,Spring 2016,INTE93415_1,W,3,0,13
203,1164,Spring 2016,INTE10915_1,C-,3,3,13
203,1164,Spring 2016,EXTR38630_1,A-,3,3,13
203,1214,Spring 2021,ORIG96662_1,C-,3,3,1
203,1214,Spring 2021,GALA40097_3,W,3,0,1
203,1214,Spring 2021,STAR38592_3,A,3,3,1
203,1214,Spring 2021,SPAC75780_2,B,3,3,1
203,1214,Spring 2021,INTE93415_1,C-,3,3,1
203,1218,Fall 2021,EXTR38630_2,A,3,3,3
203,1218,Fall 2021,HYPE24629_2,A,3,3,3
203,1078,Fall 2007,ORIG68077_1,A,3,3,2
203,1078,Fall 2007,BLAC49063_1,B,3,3,2
203,1084,Spring 2008,ASTR41081_2,C,3,3,4
203,1084,Spring 2008,SPAC90791_2,A,3,3,4
203,1084,Spring 2008,GALA13196_2,B,3,3,4
203,1084,Spring 2008,INTE93415_2,A,3,3,4
203,1088,Fall 2008,GALA40097_1,C+,3,3,6
203,1088,Fall 2008,EXTR79506_3,B,3,3,6
203,1094,Spring 2009,ASTR35756_2,W,3,0,8
203,1094,Spring 2009,ASTR73455_3,B-,3,3,8
203,1094,Spring 2009,EXOP56809_2,C-,3,3,8
203,1094,Spring 2009,STEL97614_1,B+,3,3,8
204,1148,Fall 2014,HYPE24629_2,B,3,3,1
204,1148,Fall 2014,EXTR79506_1,C-,3,3,1
204,1148,Fall 2014,SPAC22458_2,A,3,3,1
204,1148,Fall 2014,GALA77139_1,A,3,3,1
204,1154,Spring 2015,INTE86240_3,A,3,3,3
204,1154,Spring 2015,ASTR48370_1,B,3,3,3
204,1158,Fall 2015,COSM14823_2,D+,3,3,5
204,1158,Fall 2015,STAR38592_1,F,3,0,5
204,1158,Fall 2015,BLAC59641_1,C+,3,3,5
204,1158,Fall 2015,ORIG68077_1,A,3,3,5
204,1164,Spring 2016,GALA13196_2,B,3,3,7
204,1164,Spring 2016,INTE10915_2,C-,3,3,7
204,1164,Spring 2016,DARK18849_3,A-,3,3,7
204,1168,Fall 2016,INTE93415_1,B,3,3,9
204,1168,Fall 2016,STEL81910_2,W,3,0,9
204,1168,Fall 2016,ASTR35756_2,C-,3,3,9
204,1168,Fall 2016,STAR99539_2,B+,3,3,9
