Fake ID,Term code,Term,Academic plan code,Academic plan,Term GPA,Cumulative GPA,Academic load,Attempted units,Earned units,Total cumulative units,Program status
124,1212,January 2021,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,2.8,3.736363636,Part-time,9,9,33,Active in Program
124,1214,Spring 2021,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3.3,3.7,Part-time,3,3,36,Active in Program
124,1142,January 2014,BALQUAASTY,B.A. of Quantum Astrochemistry,3.15,6.3,Full-time,6,6,3,Active in Program
124,1144,Spring 2014,BALQUAASTY,B.A. of Quantum Astrochemistry,4,5.15,Full-time,3,3,6,Active in Program
124,1146,Summer 2014,BALQUAASTY,B.A. of Quantum Astrochemistry,2.766666667,6.2,Part-time,9,9,9,Active in Program
124,1148,Fall 2014,BALQUAASTY,B.A. of Quantum Astrochemistry,0,4.65,Part-time,0,0,12,Active in Program
124,1152,January 2015,BALQUAASTY,B.A. of Quantum Astrochemistry,3.325,6.38,Part-time,12,12,15,Active in Program
124,1154,Spring 2015,BALQUAASTY,B.A. of Quantum Astrochemistry,0,5.316666667,Part-time,0,0,18,Active in Program
124,1156,Summer 2015,BALQUAASTY,B.A. of Quantum Astrochemistry,0,4.557142857,Part-time,0,0,21,Leave of Absence
124,1158,Fall 2015,BALQUAASTY,B.A. of Quantum Astrochemistry,2.65,4.65,Part-time,6,6,24,Active in Program
124,1162,January 2016,BALQUAASTY,B.A. of Quantum Astrochemistry,3,4.8,Part-time,6,6,27,Active in Program
124,1164,Spring 2016,BALQUAASTY,B.A. of Quantum Astrochemistry,0,4.32,Part-time,0,0,30,Active in Program
124,1166,Summer 2016,BALQUAASTY,B.A. of Quantum Astrochemistry,2.8,4.690909091,Full-time,12,9,33,Active in Program
125,1122,January 2012,BALQUAASTY,B.A. of Quantum Astrochemistry,3.3,3.3,Full-time,3,3,3,Active in Program
125,1124,Spring 2012,BALQUAASTY,B.A. of Quantum Astrochemistry,0,1.65,Full-time,0,0,6,Active in Program
125,1126,Summer 2012,BALQUAASTY,B.A. of Quantum Astrochemistry,2.566666667,3.666666667,Part-time,9,9,9,Active in Program
125,1128,Fall 2012,BALQUAASTY,B.A. of Quantum Astrochemistry,0,2.75,Part-time,0,0,12,Active in Program
125,1132,January 2013,BALQUAASTY,B.A. of Quantum Astrochemistry,3.7,3.68,Part-time,6,6,15,Active in Program
125,1134,Spring 2013,BALQUAASTY,B.A. of Quantum Astrochemistry,4,3.733333333,Part-time,3,3,18,Active in Program
125,1136,Summer 2013,BALQUAASTY,B.A. of Quantum Astrochemistry,2.325,4.528571429,Full-time,12,12,21,Active in Program
125,1138,Fall 2013,BALQUAASTY,B.A. of Quantum Astrochemistry,0,3.9625,Full-time,0,0,24,Active in Program
125,1142,January 2014,BALQUAASTY,B.A. of Quantum Astrochemistry,2.65,4.111111111,Full-time,9,6,27,Active in Program
125,1144,Spring 2014,BALQUAASTY,B.A. of Quantum Astrochemistry,0,3.7,Full-time,0,0,30,Active in Program
125,1146,Summer 2014,BALQUAASTY,B.A. of Quantum Astrochemistry,2,3.727272727,Part-time,9,3,33,Active in Program
125,1148,Fall 2014,BALQUAASTY,B.A. of Quantum Astrochemistry,0,3.416666667,Part-time,0,0,36,Active in Program
125,1152,January 2015,BALQUAASTY,B.A. of Quantum Astrochemistry,3,3.384615385,Part-time,3,3,39,Active in Program
125,1154,Spring 2015,BALQUAASTY,B.A. of Quantum Astrochemistry,0,3.142857143,Part-time,0,0,42,Active in Program
125,1156,Summer 2015,BALQUAASTY,B.A. of Quantum Astrochemistry,2.9,3.513333333,Full-time,12,9,45,Active in Program
125,1158,Fall 2015,BALQUAASTY,B.A. of Quantum Astrochemistry,0,3.29375,Full-time,0,0,48,Active in Program
125,1162,January 2016,BALQUAASTY,B.A. of Quantum Astrochemistry,1.3,3.176470588,Full-time,12,3,51,Active in Program
125,1212,January 2021,BALINTPOCY,B.A. of Intergalactic Politics,2.7,5.4,Full-time,9,6,3,Active in Program
125,1214,Spring 2021,BALINTPOCY,B.A. of Intergalactic Politics,0,2.7,Full-time,0,0,6,Active in Program
125,1216,Summer 2021,BALINTPOCY,B.A. of Intergalactic Politics,1.666666667,3.466666667,Full-time,12,6,9,Active in Program
125,1218,Fall 2021,BALINTPOCY,B.A. of Intergalactic Politics,0,2.6,Full-time,0,0,12,Active in Program
125,1222,January 2022,BALINTPOCY,B.A. of Intergalactic Politics,3.26,5.34,Full-time,15,15,15,Active in Program
125,1224,Spring 2022,BALINTPOCY,B.A. of Intergalactic Politics,0,4.45,Full-time,0,0,18,Active in Program
125,1226,Summer 2022,BALINTPOCY,B.A. of Intergalactic Politics,2.233333333,4.771428571,Part-time,9,6,21,Active in Program
125,1228,Fall 2022,BALINTPOCY,B.A. of Intergalactic Politics,3,4.55,Part-time,3,3,24,Active in Program
125,1232,January 2023,BALINTPOCY,B.A. of Intergalactic Politics,1.9,4.677777778,Part-time,9,6,27,Active in Program
126,1212,January 2021,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,3.7,3.7,Full-time,3,3,3,Active in Program
126,1214,Spring 2021,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,0,1.85,Full-time,0,0,6,Active in Program
126,1216,Summer 2021,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,4,2.566666667,Part-time,3,3,9,Active in Program
126,1218,Fall 2021,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,0,1.925,Part-time,0,0,12,Active in Program
126,1222,January 2022,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,2.433333333,3,Part-time,12,6,15,Active in Program
126,1224,Spring 2022,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,0,2.5,Part-time,0,0,18,Active in Program
126,1226,Summer 2022,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,2.575,3.614285714,Full-time,15,12,21,Active in Program
126,1228,Fall 2022,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,0,3.1625,Full-time,0,0,24,Active in Program
126,1232,January 2023,ASSEXTRAST,A.A.S. of Extraterrestrial Studies,3.48,4.744444444,Full-time,15,15,27,Active in Program
126,1052,January 2005,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3,6,Full-time,6,6,3,Active in Program
126,1054,Spring 2005,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,3,Full-time,0,0,6,Active in Program
126,1056,Summer 2005,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3.566666667,5.566666667,Part-time,9,9,9,Active in Program
126,1058,Fall 2005,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,4.175,Part-time,0,0,12,Active in Program
126,1062,January 2006,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,2,3.74,Part-time,6,3,15,Active in Program
126,1064,Spring 2006,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,4,3.783333333,Part-time,3,3,18,Active in Program
126,1066,Summer 2006,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3.85,4.342857143,Part-time,9,6,21,Active in Program
126,1068,Fall 2006,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,3.8,Part-time,0,0,24,Active in Program
126,1072,January 2007,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,1.9,4.011111111,Part-time,9,6,27,Active in Program
126,1074,Spring 2007,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,3.61,Part-time,0,0,30,Active in Program
126,1076,Summer 2007,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3.65,3.945454545,Part-time,6,6,33,Active in Program
126,1078,Fall 2007,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,3.616666667,Part-time,0,0,36,Active in Program
126,1082,January 2008,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,2.433333333,3.9,Part-time,9,9,39,Active in Program
126,1084,Spring 2008,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,0,3.621428571,Part-time,0,0,42,Active in Program
126,1086,Summer 2008,ASSINTCYBS,A.A.S. of Intergalactic Cybersecurity,3.5,4.313333333,Full-time,12,12,45,Active in Program
126,1136,Summer 2013,ASSINTRELS,A.A. of Interspecies Relations,2,6,Full-time,12,6,3,Active in Program
126,1138,Fall 2013,ASSINTRELS,A.A. of Interspecies Relations,0,3,Full-time,0,0,6,Active in Program
126,1142,January 2014,ASSINTRELS,A.A. of Interspecies Relations,2.5,5.333333333,Full-time,12,9,9,Active in Program
126,1144,Spring 2014,ASSINTRELS,A.A. of Interspecies Relations,3.7,4.925,Full-time,3,3,12,Active in Program
126,1146,Summer 2014,ASSINTRELS,A.A. of Interspecies Relations,1.25,4.94,Full-time,12,6,15,Active in Program
127,1136,Summer 2013,ASSMULMATM,A.A.S. of Multidimensional Mathematics,1,1,Part-time,3,3,3,Active in Program
127,1138,Fall 2013,ASSMULMATM,A.A.S. of Multidimensional Mathematics,0,0.5,Part-time,0,0,6,Active in Program
127,1142,January 2014,ASSMULMATM,A.A.S. of Multidimensional Mathematics,2.1,2.433333333,Part-time,9,6,9,Active in Program
127,936,Summer 1993,BALQUAASTY,B.A. of Quantum Astrochemistry,2.975,11.9,Full-time,12,12,3,Active in Program
127,938,Fall 1993,BALQUAASTY,B.A. of Quantum Astrochemistry,4,7.95,Full-time,3,3,6,Active in Program
127,942,January 1994,BALQUAASTY,B.A. of Quantum Astrochemistry,1.7,5.866666667,Full-time,3,3,9,Active in Program
127,944,Spring 1994,BALQUAASTY,B.A. of Quantum Astrochemistry,0,4.4,Full-time,0,0,12,Active in Program
128,1172,January 2017,BALINTPOCY,B.A. of Intergalactic Politics,3.5,7,Full-time,12,6,3,Active in Program
128,1174,Spring 2017,BALINTPOCY,B.A. of Intergalactic Politics,3.7,5.35,Full-time,3,3,6,Active in Program
128,1176,Summer 2017,BALINTPOCY,B.A. of Intergalactic Politics,3.46,9.333333333,Full-time,15,15,9,Active in Program
128,1178,Fall 2017,BALINTPOCY,B.A. of Intergalactic Politics,0,7,Full-time,0,0,12,Active in Program
128,1182,January 2018,BALINTPOCY,B.A. of Intergalactic Politics,2.7,6.14,Full-time,3,3,15,Active in Program
128,1184,Spring 2018,BALINTPOCY,B.A. of Intergalactic Politics,4,5.783333333,Full-time,3,3,18,Active in Program
128,1186,Summer 2018,BALINTPOCY,B.A. of Intergalactic Politics,2,5.814285714,Part-time,9,9,21,Active in Program
128,1188,Fall 2018,BALINTPOCY,B.A. of Intergalactic Politics,0,5.0875,Part-time,0,0,24,Active in Program
128,1192,January 2019,BALINTPOCY,B.A. of Intergalactic Politics,1,4.855555556,Part-time,9,6,27,Active in Program
128,1194,Spring 2019,BALINTPOCY,B.A. of Intergalactic Politics,0,4.37,Part-time,0,0,30,Active in Program
128,1196,Summer 2019,BALINTPOCY,B.A. of Intergalactic Politics,1.433333333,4.363636364,Full-time,12,6,33,Active in Program
128,1198,Fall 2019,BALINTPOCY,B.A. of Intergalactic Politics,2,4.166666667,Full-time,3,3,36,Active in Program
128,1202,January 2020,BALINTPOCY,B.A. of Intergalactic Politics,2.433333333,4.407692308,Full-time,15,6,39,Active in Program
128,1204,Spring 2020,BALINTPOCY,B.A. of Intergalactic Politics,0,4.092857143,Full-time,0,0,42,Active in Program
128,1206,Summer 2020,BALINTPOCY,B.A. of Intergalactic Politics,1.666666667,4.153333333,Part-time,9,6,45,Active in Program
128,1208,Fall 2020,BALINTPOCY,B.A. of Intergalactic Politics,3.35,4.3125,Part-time,6,6,48,Active in Program
128,1212,January 2021,BALINTPOCY,B.A. of Intergalactic Politics,1.3,4.135294118,Part-time,6,3,51,Active in Program
128,1214,Spring 2021,BALINTPOCY,B.A. of Intergalactic Politics,0,3.905555556,Part-time,0,0,54,Active in Program
128,1216,Summer 2021,BALINTPOCY,B.A. of Intergalactic Politics,0.9,3.842105263,Part-time,9,3,57,Active in Program
128,1218,Fall 2021,BALINTPOCY,B.A. of Intergalactic Politics,0,3.65,Part-time,0,0,60,Active in Program
128,1222,January 2022,BALINTPOCY,B.A. of Intergalactic Politics,2,3.857142857,Part-time,12,9,63,Active in Program
128,1224,Spring 2022,BALINTPOCY,B.A. of Intergalactic Politics,0,3.681818182,Part-time,0,0,66,Active in Program
128,1026,Summer 2002,ASSINTRELS,A.A. of Interspecies Relations,0.85,1.7,Part-time,6,3,3,Active in Program
128,1028,Fall 2002,ASSINTRELS,A.A. of Interspecies Relations,0,0.85,Part-time,0,0,6,Active in Program
128,1032,January 2003,ASSINTRELS,A.A. of Interspecies Relations,0,0.566666667,Part-time,0,0,9,Leave of Absence
128,1034,Spring 2003,ASSINTRELS,A.A. of Interspecies Relations,0,0.425,Part-time,0,0,12,Leave of Absence
128,1036,Summer 2003,ASSINTRELS,A.A. of Interspecies Relations,0.333333333,0.54,Full-time,12,3,15,Active in Program
128,1038,Fall 2003,ASSINTRELS,A.A. of Interspecies Relations,1.7,1.016666667,Full-time,6,6,18,Active in Program
128,1042,January 2004,ASSINTRELS,A.A. of Interspecies Relations,1.233333333,1.4,Full-time,9,6,21,Active in Program
128,1044,Spring 2004,ASSINTRELS,A.A. of Interspecies Relations,0,1.225,Full-time,0,0,24,Active in Program
128,1046,Summer 2004,ASSINTRELS,A.A. of Interspecies Relations,2.333333333,1.866666667,Full-time,12,6,27,Active in Program
128,1048,Fall 2004,ASSINTRELS,A.A. of Interspecies Relations,0,1.68,Full-time,0,0,30,Active in Program
128,1052,January 2005,ASSINTRELS,A.A. of Interspecies Relations,2.65,2.009090909,Full-time,6,6,33,Active in Program
128,1054,Spring 2005,ASSINTRELS,A.A. of Interspecies Relations,0,1.841666667,Full-time,0,0,36,Active in Program
128,1056,Summer 2005,ASSINTRELS,A.A. of Interspecies Relations,1.925,2.292307692,Full-time,12,12,39,Active in Program
128,1058,Fall 2005,ASSINTRELS,A.A. of Interspecies Relations,0,2.128571429,Full-time,0,0,42,Active in Program
128,1062,January 2006,ASSINTRELS,A.A. of Interspecies Relations,2.1,2.406666667,Full-time,12,9,45,Active in Program
128,1176,Summer 2017,ASSINTLAWN,A.A. of Intergalactic Law,4,4,Part-time,3,3,3,Active in Program
128,1178,Fall 2017,ASSINTLAWN,A.A. of Intergalactic Law,2.7,3.35,Part-time,3,3,6,Active in Program
128,1182,January 2018,ASSINTLAWN,A.A. of Intergalactic Law,0,2.233333333,Part-time,3,0,9,Active in Program
128,1184,Spring 2018,ASSINTLAWN,A.A. of Intergalactic Law,0,1.675,Part-time,0,0,12,Active in Program
128,1186,Summer 2018,ASSINTLAWN,A.A. of Intergalactic Law,2,1.74,Part-time,3,3,15,Active in Program
128,1188,Fall 2018,ASSINTLAWN,A.A. of Intergalactic Law,0,1.45,Part-time,0,0,18,Active in Program
128,1192,January 2019,ASSINTLAWN,A.A. of Intergalactic Law,1.3,1.428571429,Part-time,3,3,21,Active in Program
128,1194,Spring 2019,ASSINTLAWN,A.A. of Intergalactic Law,0,1.25,Part-time,0,0,24,Active in Program
128,1196,Summer 2019,ASSINTLAWN,A.A. of Intergalactic Law,1.98,2.211111111,Full-time,15,12,27,Active in Program
128,1198,Fall 2019,ASSINTLAWN,A.A. of Intergalactic Law,2.65,2.52,Full-time,6,6,30,Active in Program
128,1202,January 2020,ASSINTLAWN,A.A. of Intergalactic Law,3,3.381818182,Full-time,12,12,33,Active in Program
128,1204,Spring 2020,ASSINTLAWN,A.A. of Intergalactic Law,3.3,3.375,Full-time,3,3,36,Active in Program
128,1206,Summer 2020,ASSINTLAWN,A.A. of Intergalactic Law,1.9,3.553846154,Part-time,9,9,39,Active in Program
129,1116,Summer 2011,ASSINTLAWN,A.A. of Intergalactic Law,1.766666667,5.3,Part-time,9,6,3,Active in Program
129,1118,Fall 2011,ASSINTLAWN,A.A. of Intergalactic Law,2.3,3.8,Part-time,3,3,6,Active in Program
129,1122,January 2012,ASSINTLAWN,A.A. of Intergalactic Law,3.333333333,5.866666667,Part-time,9,9,9,Active in Program
130,1006,Summer 2000,ASSROBENGD,A.A. of Robotic Engineering,2.675,10.7,Full-time,15,12,3,Active in Program
130,1008,Fall 2000,ASSROBENGD,A.A. of Robotic Engineering,0,5.35,Full-time,0,0,6,Active in Program
130,1012,January 2001,ASSROBENGD,A.A. of Robotic Engineering,3.25,7.9,Full-time,12,12,9,Active in Program
130,1014,Spring 2001,ASSROBENGD,A.A. of Robotic Engineering,0,5.925,Full-time,0,0,12,Active in Program
130,1016,Summer 2001,ASSROBENGD,A.A. of Robotic Engineering,3.5,6.14,Part-time,6,6,15,Active in Program
130,1018,Fall 2001,ASSROBENGD,A.A. of Robotic Engineering,0,5.116666667,Part-time,0,0,18,Active in Program
130,1022,January 2002,ASSROBENGD,A.A. of Robotic Engineering,2.7,5.157142857,Part-time,6,6,21,Active in Program
130,1024,Spring 2002,ASSROBENGD,A.A. of Robotic Engineering,0,4.5125,Part-time,0,0,24,Active in Program
130,1026,Summer 2002,ASSROBENGD,A.A. of Robotic Engineering,3,5.011111111,Part-time,9,9,27,Active in Program
130,1028,Fall 2002,ASSROBENGD,A.A. of Robotic Engineering,0,4.51,Part-time,0,0,30,Active in Program
130,1032,January 2003,ASSROBENGD,A.A. of Robotic Engineering,2.175,4.890909091,Part-time,12,9,33,Active in Program
130,1034,Spring 2003,ASSROBENGD,A.A. of Robotic Engineering,0,4.483333333,Part-time,0,0,36,Active in Program
130,1036,Summer 2003,ASSROBENGD,A.A. of Robotic Engineering,2.25,4.830769231,Full-time,12,9,39,Active in Program
130,1038,Fall 2003,ASSROBENGD,A.A. of Robotic Engineering,2,4.628571429,Full-time,3,3,42,Active in Program
130,1042,January 2004,ASSROBENGD,A.A. of Robotic Engineering,2,4.453333333,Full-time,6,3,45,Active in Program
131,1026,Summer 2002,BALGALECOY,B.A. of Galactic Economics,2.666666667,8,Part-time,9,9,3,Active in Program
131,1028,Fall 2002,BALGALECOY,B.A. of Galactic Economics,3,7,Part-time,6,6,6,Active in Program
131,1032,January 2003,BALGALECOY,B.A. of Galactic Economics,2.7,5.566666667,Part-time,3,3,9,Active in Program
131,1034,Spring 2003,BALGALECOY,B.A. of Galactic Economics,0,4.175,Part-time,0,0,12,Active in Program
131,1036,Summer 2003,BALGALECOY,B.A. of Galactic Economics,2.75,5.54,Full-time,15,12,15,Active in Program
131,1038,Fall 2003,BALGALECOY,B.A. of Galactic Economics,0,4.616666667,Full-time,0,0,18,Active in Program
131,1042,January 2004,BALGALECOY,B.A. of Galactic Economics,3.175,5.771428571,Full-time,12,12,21,Active in Program
131,1044,Spring 2004,BALGALECOY,B.A. of Galactic Economics,0,5.05,Full-time,0,0,24,Active in Program
131,1046,Summer 2004,BALGALECOY,B.A. of Galactic Economics,1,4.822222222,Part-time,9,3,27,Active in Program
131,1048,Fall 2004,BALGALECOY,B.A. of Galactic Economics,0,4.34,Part-time,0,0,30,Active in Program
131,1052,January 2005,BALGALECOY,B.A. of Galactic Economics,2.466666667,4.618181818,Part-time,9,6,33,Active in Program
131,1054,Spring 2005,BALGALECOY,B.A. of Galactic Economics,0,4.233333333,Part-time,0,0,36,Active in Program
131,1056,Summer 2005,BALGALECOY,B.A. of Galactic Economics,2.425,4.653846154,Full-time,12,12,39,Active in Program
131,1058,Fall 2005,BALGALECOY,B.A. of Galactic Economics,0,4.321428571,Full-time,0,0,42,Active in Program
131,1062,January 2006,BALGALECOY,B.A. of Galactic Economics,0,4.033333333,Full-time,0,0,45,Leave of Absence
131,1064,Spring 2006,BALGALECOY,B.A. of Galactic Economics,0,3.78125,Full-time,0,0,48,Leave of Absence
131,1066,Summer 2006,BALGALECOY,B.A. of Galactic Economics,1.7,3.658823529,Part-time,3,3,51,Active in Program
131,1068,Fall 2006,BALGALECOY,B.A. of Galactic Economics,0,3.455555556,Part-time,0,0,54,Active in Program
131,1072,January 2007,BALGALECOY,B.A. of Galactic Economics,2.666666667,3.694736842,Part-time,9,9,57,Active in Program
131,1074,Spring 2007,BALGALECOY,B.A. of Galactic Economics,0,3.51,Part-time,0,0,60,Active in Program
131,1076,Summer 2007,BALGALECOY,B.A. of Galactic Economics,2.75,3.866666667,Full-time,12,9,63,Active in Program
131,1078,Fall 2007,BALGALECOY,B.A. of Galactic Economics,0,3.690909091,Full-time,0,0,66,Active in Program
131,1082,January 2008,BALGALECOY,B.A. of Galactic Economics,2.35,3.734782609,Full-time,6,6,69,Active in Program
132,1142,January 2014,BALGALECOY,B.A. of Galactic Economics,3.5,7,Full-time,6,6,3,Active in Program
132,1056,Summer 2005,BALINTMEDY,B.S. of Intergalactic Medicine,2.65,5.3,Part-time,6,6,3,Active in Program
132,1058,Fall 2005,BALINTMEDY,B.S. of Intergalactic Medicine,0,2.65,Part-time,0,0,6,Active in Program
132,1062,January 2006,BALINTMEDY,B.S. of Intergalactic Medicine,3,5.766666667,Part-time,12,12,9,Active in Program
132,1064,Spring 2006,BALINTMEDY,B.S. of Intergalactic Medicine,0,4.325,Part-time,0,0,12,Active in Program
132,1136,Summer 2013,BALINTARTY,B.A. of Intergalactic Arts and Culture,2.85,11.4,Full-time,12,12,3,Active in Program
132,1138,Fall 2013,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,5.7,Full-time,0,0,6,Active in Program
132,1142,January 2014,BALINTARTY,B.A. of Intergalactic Arts and Culture,1.1,4.9,Full-time,9,6,9,Active in Program
132,1144,Spring 2014,BALINTARTY,B.A. of Intergalactic Arts and Culture,1.7,4.1,Full-time,3,3,12,Active in Program
132,1146,Summer 2014,BALINTARTY,B.A. of Intergalactic Arts and Culture,3.5,4.68,Part-time,6,6,15,Active in Program
132,1148,Fall 2014,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,3.9,Part-time,0,0,18,Active in Program
132,1152,January 2015,BALINTARTY,B.A. of Intergalactic Arts and Culture,2.333333333,4.342857143,Part-time,9,6,21,Active in Program
132,1154,Spring 2015,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,3.8,Part-time,0,0,24,Active in Program
132,1156,Summer 2015,BALINTARTY,B.A. of Intergalactic Arts and Culture,2.65,4.555555556,Full-time,12,12,27,Active in Program
132,1158,Fall 2015,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,4.1,Full-time,0,0,30,Active in Program
132,1162,January 2016,BALINTARTY,B.A. of Intergalactic Arts and Culture,2.333333333,4.363636364,Full-time,9,9,33,Active in Program
132,1164,Spring 2016,BALINTARTY,B.A. of Intergalactic Arts and Culture,0,4,Full-time,0,0,36,Active in Program
132,1166,Summer 2016,BALINTARTY,B.A. of Intergalactic Arts and Culture,1,3.769230769,Part-time,9,3,39,Active in Program
133,1172,January 2017,BALGALECOY,B.A. of Galactic Economics,2.35,4.7,Full-time,6,6,3,Active in Program
133,1174,Spring 2017,BALGALECOY,B.A. of Galactic Economics,3,3.85,Full-time,3,3,6,Active in Program
133,1176,Summer 2017,BALGALECOY,B.A. of Galactic Economics,0,2.566666667,Part-time,0,0,9,Leave of Absence
133,1142,January 2014,BALINTSECY,B.S. of Intergalactic Security,2.325,9.3,Full-time,12,9,3,Active in Program
133,1144,Spring 2014,BALINTSECY,B.S. of Intergalactic Security,0,4.65,Full-time,0,0,6,Active in Program
133,1146,Summer 2014,BALINTSECY,B.S. of Intergalactic Security,2.175,6,Full-time,12,9,9,Active in Program
133,1148,Fall 2014,BALINTSECY,B.S. of Intergalactic Security,3,5.25,Full-time,3,3,12,Active in Program
133,1152,January 2015,BALINTSECY,B.S. of Intergalactic Security,3.15,5.46,Full-time,9,6,15,Active in Program
133,1154,Spring 2015,BALINTSECY,B.S. of Intergalactic Security,0,4.55,Full-time,0,0,18,Active in Program
133,1156,Summer 2015,BALINTSECY,B.S. of Intergalactic Security,0,3.9,Part-time,0,0,21,Leave of Absence
133,1158,Fall 2015,BALINTSECY,B.S. of Intergalactic Security,0,3.4125,Part-time,0,0,24,Leave of Absence
133,1162,January 2016,BALINTSECY,B.S. of Intergalactic Security,1,3.366666667,Part-time,9,3,27,Active in Program
133,1164,Spring 2016,BALINTSECY,B.S. of Intergalactic Security,0,3.03,Part-time,0,0,30,Active in Program
133,1166,Summer 2016,BALINTSECY,B.S. of Intergalactic Security,2.666666667,3.481818182,Part-time,9,9,33,Active in Program
133,1168,Fall 2016,BALINTSECY,B.S. of Intergalactic Security,3,3.441666667,Part-time,3,3,36,Active in Program
133,1172,January 2017,BALINTSECY,B.S. of Intergalactic Security,3.425,4.230769231,Part-time,12,12,39,Active in Program
133,1072,January 2007,BALINTENSY,B.S. of Intergalactic Environmental Science,2.566666667,7.7,Full-time,9,9,3,Active in Program
133,1074,Spring 2007,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.85,Full-time,0,0,6,Active in Program
133,1076,Summer 2007,BALINTENSY,B.S. of Intergalactic Environmental Science,1.65,3.666666667,Part-time,6,3,9,Active in Program
133,1078,Fall 2007,BALINTENSY,B.S. of Intergalactic Environmental Science,0,2.75,Part-time,0,0,12,Active in Program
133,1082,January 2008,BALINTENSY,B.S. of Intergalactic Environmental Science,1,2.4,Part-time,3,3,15,Active in Program
133,1084,Spring 2008,BALINTENSY,B.S. of Intergalactic Environmental Science,0,2,Part-time,0,0,18,Active in Program
133,1086,Summer 2008,BALINTENSY,B.S. of Intergalactic Environmental Science,3.35,2.671428571,Part-time,9,6,21,Active in Program
133,1088,Fall 2008,BALINTENSY,B.S. of Intergalactic Environmental Science,4,2.8375,Part-time,3,3,24,Active in Program
133,1092,January 2009,BALINTENSY,B.S. of Intergalactic Environmental Science,0.925,2.933333333,Part-time,12,3,27,Active in Program
133,1094,Spring 2009,BALINTENSY,B.S. of Intergalactic Environmental Science,0,2.64,Part-time,0,0,30,Active in Program
133,1096,Summer 2009,BALINTENSY,B.S. of Intergalactic Environmental Science,2.666666667,3.127272727,Full-time,12,9,33,Active in Program
133,1098,Fall 2009,BALINTENSY,B.S. of Intergalactic Environmental Science,0,2.866666667,Full-time,0,0,36,Active in Program
133,1102,January 2010,BALINTENSY,B.S. of Intergalactic Environmental Science,3.566666667,3.469230769,Full-time,12,9,39,Active in Program
133,1104,Spring 2010,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.221428571,Full-time,0,0,42,Active in Program
133,1106,Summer 2010,BALINTENSY,B.S. of Intergalactic Environmental Science,0,3.006666667,Part-time,3,0,45,Active in Program
133,1108,Fall 2010,BALINTENSY,B.S. of Intergalactic Environmental Science,0,2.81875,Part-time,0,0,48,Active in Program
133,1112,January 2011,BALINTENSY,B.S. of Intergalactic Environmental Science,2.675,3.282352941,Part-time,12,9,51,Active in Program
134,1162,January 2016,ASSMULMATM,A.A.S. of Multidimensional Mathematics,2,6,Full-time,12,9,3,Active in Program
134,1164,Spring 2016,ASSMULMATM,A.A.S. of Multidimensional Mathematics,0,3,Full-time,0,0,6,Active in Program
134,1166,Summer 2016,ASSMULMATM,A.A.S. of Multidimensional Mathematics,1.9,3.9,Full-time,12,6,9,Active in Program
134,1168,Fall 2016,ASSMULMATM,A.A.S. of Multidimensional Mathematics,0,2.925,Full-time,0,0,12,Active in Program
134,1172,January 2017,ASSMULMATM,A.A.S. of Multidimensional Mathematics,3.433333333,4.4,Full-time,12,9,15,Active in Program
134,1174,Spring 2017,ASSMULMATM,A.A.S. of Multidimensional Mathematics,0,3.666666667,Full-time,0,0,18,Active in Program
134,1176,Summer 2017,ASSMULMATM,A.A.S. of Multidimensional Mathematics,1.425,3.957142857,Full-time,12,9,21,Active in Program
134,1178,Fall 2017,ASSMULMATM,A.A.S. of Multidimensional Mathematics,0,3.4625,Full-time,3,0,24,Active in Program
134,1182,January 2018,ASSMULMATM,A.A.S. of Multidimensional Mathematics,2.4,4.144444444,Full-time,12,9,27,Active in Program
